classes,paths
diarios,dataset/Computação/Diários/2003.1/LOGICA DE PROGRAMAÇÃO.pdf
diarios,dataset/Computação/Diários/2003.1/LÓGICA DE PROGRAMAÇÃO.pdf
diarios,dataset/Computação/Diários/2003.1/maxdesk(1).ini2
diarios,dataset/Computação/Diários/2003.1/MaxDesk.ini
diarios,dataset/Computação/Diários/2003.1/maxdesk.ini2
diarios,dataset/Computação/Diários/2003.1/PP11Thumbs(1).ptn
diarios,dataset/Computação/Diários/2003.1/PP11Thumbs(1).ptn2
diarios,dataset/Computação/Diários/2003.1/PP11Thumbs.ptn
diarios,dataset/Computação/Diários/2003.1/PP11Thumbs.ptn2
diarios,dataset/Computação/Diários/2003.2/(1).ppinfocache
diarios,dataset/Computação/Diários/2003.2/.ppinfocache
diarios,dataset/Computação/Diários/2003.2/CALCULO DIFERENCIAL E INTEGRAL II.pdf
diarios,dataset/Computação/Diários/2003.2/CALCULO II.pdf
diarios,dataset/Computação/Diários/2003.2/ESTRUTURA DE DADOS.pdf
diarios,dataset/Computação/Diários/2003.2/LINGUAGEM DE PROGRAMAÇÃO I .pdf
diarios,dataset/Computação/Diários/2003.2/LINGUAGEM DE PROGRAMAÇÃO I.pdf
diarios,dataset/Computação/Diários/2003.2/maxdesk(1).ini2
diarios,dataset/Computação/Diários/2003.2/MaxDesk.ini
diarios,dataset/Computação/Diários/2003.2/maxdesk.ini2
diarios,dataset/Computação/Diários/2003.2/PP11Thumbs(1).ptn
diarios,dataset/Computação/Diários/2003.2/PP11Thumbs(1).ptn2
diarios,dataset/Computação/Diários/2003.2/PP11Thumbs.ptn
diarios,dataset/Computação/Diários/2003.2/PP11Thumbs.ptn2
diarios,dataset/Computação/Diários/2003.2/PROBABILIDADE E ESTATISTICA.pdf
diarios,dataset/Computação/Diários/2003.2/PROBABILIDADE ESTATISTICA.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Noções de Compiladores.pdf
diarios,dataset/Computação/Diários/2004.1/.ppinfocache
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Analise de sistemas II.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Cálculo Diferencial e Integral II.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Direito a Legislação.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Estrutura de Dados - Analise de Sistemas II.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Estrutura e Func. da educaç. o básica.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Ets. super em nivel de ensino fundamental.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Inteligência Artificial..pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Inteligência Artificial.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Introdução á Metodologia Científica.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Metodologia de Ensino de Computação.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Noções de Compiladores..pdf
diarios,"dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Organização, Sistemas e metodos..pdf"
diarios,"dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Organização, Sistemas e metodos.pdf"
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Programação II.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Psicologia da Educação II.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Psicologia da Educação.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Redes de Computadores II.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Sistemas distribuidos.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Sistemas Multimídia.pdf
diarios,dataset/Computação/Diários/2004.1/2004.1_Computação_Diários_Topicos Especiais em computação I.pdf
diarios,dataset/Computação/Diários/2004.1/CALCULO NUMERICO.pdf
diarios,dataset/Computação/Diários/2004.1/FÍSICA I.pdf
diarios,dataset/Computação/Diários/2004.1/INFORMATICA NA EDUCAÇÃO .pdf
diarios,dataset/Computação/Diários/2004.1/LINGUAGEM DE PROGRAMAÇÃO II.pdf
diarios,dataset/Computação/Diários/2004.1/MaxDesk.ini
diarios,dataset/Computação/Diários/2004.1/maxdesk.ini2
diarios,dataset/Computação/Diários/2004.1/PP11Thumbs.ptn
diarios,dataset/Computação/Diários/2004.1/PP11Thumbs.ptn2
diarios,dataset/Computação/Diários/2004.1/ÉTICA E CIDADANIA.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Introdução á Computação.pdf
diarios,dataset/Computação/Diários/2004.2/.ppinfocache
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Calculo Numerico.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Circuitos digitais.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Didática.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Direito e Legislação.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Empreendedorismo.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Engenharia de Software.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Equações diferenciais.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Est superv em nivel de ensino médio.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Estrutura de Dados I.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Estrutura de Dados.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Fisica I.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Fisica II.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Gestão em tecnologia da informação.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Inglês Técnico.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Logica de Programação.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Programação II.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Programação III.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Projeto e análise de algorítimo..pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Projeto e análise de algorítimo.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Redes de Computadores.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Segurança e Auditoria de Sistemas.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Sistemas Distribuídos.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Telecomunicações.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Topicos Especiais em computação II.pdf
diarios,dataset/Computação/Diários/2004.2/2004.2_Computação_Diários_Álgebra Linear e Geometria Analítica.pdf
diarios,dataset/Computação/Diários/2004.2/FÍSICA II.pdf
diarios,dataset/Computação/Diários/2004.2/MaxDesk.ini
diarios,dataset/Computação/Diários/2004.2/maxdesk.ini2
diarios,dataset/Computação/Diários/2004.2/OR E ARQUITETURA DE COMP..pdf
diarios,dataset/Computação/Diários/2004.2/PP11Thumbs.ptn
diarios,dataset/Computação/Diários/2004.2/PP11Thumbs.ptn2
diarios,dataset/Computação/Diários/2004.2/PSICOLOGIA DA EDUCAÇÃO I.pdf
diarios,dataset/Computação/Diários/2004.2/SISTEMAS OPERACIONAIS I.pdf
diarios,dataset/Computação/Diários/2005.1/(1).ppinfocache
diarios,dataset/Computação/Diários/2005.1/.ppinfocache
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Banco de Dados I.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Circuitos Digitais.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Compiladores.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Cálculo Diferencial e Integral II.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Direito e Legislação.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Estatística.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Estágio Supervisionado em Nível de Ensino Fundamental.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Estágio Supervisionado.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Física II.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Introdução à Metodologia Científica.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Linguagens Formais e Autômatos Finitos.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Metodologia de Ensino de Computação.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Noções de Compiladores.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Pesquisa e Ordenação.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Programação I.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Programação III.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Sistemas Distribuídos.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Sistemas Operacionais I.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Álgebra.pdf
diarios,dataset/Computação/Diários/2005.1/ADMINISTRAÇAO PARA COMPUTAÇÃO.pdf
diarios,dataset/Computação/Diários/2005.1/ADMINISTRAÇÃO PARA COMPUTAÇÃO.pdf
diarios,dataset/Computação/Diários/2005.1/ESTRUTURA E FUNÇAÕ DA EDUCAÇÃO BÁSICA.pdf
diarios,dataset/Computação/Diários/2005.1/FUNDAMENTOS DE SISTEMA DE INFORMAÇÃO.pdf
diarios,dataset/Computação/Diários/2005.1/FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO.pdf
diarios,dataset/Computação/Diários/2005.1/FUNDAMENTOS EM SISTEMAS DE INFORMATICA.pdf
diarios,dataset/Computação/Diários/2005.1/FÍSICA I.pdf
diarios,dataset/Computação/Diários/2005.1/LINGUAGEM DE PROGRAMAÇÃO III .pdf
diarios,dataset/Computação/Diários/2005.1/LINGUAGEM DE PROGRAMAÇÃO III.pdf
diarios,dataset/Computação/Diários/2005.1/maxdesk(1).ini2
diarios,dataset/Computação/Diários/2005.1/MaxDesk.ini
diarios,dataset/Computação/Diários/2005.1/maxdesk.ini2
diarios,dataset/Computação/Diários/2005.1/NOÇÕES DE SEGURANÇA E COMPUTADORES.pdf
diarios,dataset/Computação/Diários/2005.1/NOÇÕES DE SEGURANÇA EM COMPUTADORES.pdf
diarios,dataset/Computação/Diários/2005.1/ORGANIZAÇÃO E ARQUITETURA DA COMPUTAÇÃO.pdf
diarios,dataset/Computação/Diários/2005.1/PP11Thumbs(1).ptn
diarios,dataset/Computação/Diários/2005.1/PP11Thumbs(1).ptn2
diarios,dataset/Computação/Diários/2005.1/PP11Thumbs.ptn
diarios,dataset/Computação/Diários/2005.1/PP11Thumbs.ptn2
diarios,dataset/Computação/Diários/2005.1/SISTEMAS OPERACIONAIS I.pdf
diarios,dataset/Computação/Diários/2005.1/ÁLGEBRA LINEAR E GEOMETRIA ANALITICA.pdf
diarios,dataset/Computação/Diários/2005.1/2005.1_Computação_Diários_Inteligência Artificial.pdf
diarios,dataset/Computação/Diários/2005.1/ESTRUTURA E FUNCION. DO ENSINO BRASILEIRO..pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Física I.pdf
diarios,dataset/Computação/Diários/2005.2/.ppinfocache
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Análise de Sistemas I.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Arquitetura e Organização de Computadores.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Banco de Dados I.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Banco de Dados II.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Compiladores.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Computação Gráfica.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Empreendedorismo.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Engenharia de Software - BLOCO VI.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Engenharia de Software - BLOCO VIII.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Equações Diferenciais.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Estagio Supervisionado em Nível de Ensino Médio.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Estrutura de Dados.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Gestão em Tecnologia da Informação.pdf
diarios,"dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Organização, Sistemas e Métodos.pdf"
diarios,"dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Organização,Sistemas e Métodos.pdf"
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Pesquisa e Ordenação.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Programação II.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Projeto e Análise de Algoritmo.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Rede de Computadores I.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Sistemas Operacionais I.pdf
diarios,dataset/Computação/Diários/2005.2/2005.2_Computação_Diários_Sistemas Operacionais II.pdf
diarios,dataset/Computação/Diários/2005.2/BANCO DE DADOS .pdf
diarios,dataset/Computação/Diários/2005.2/BANCO DE DADOS.pdf
diarios,dataset/Computação/Diários/2005.2/DIDATICA.pdf
diarios,dataset/Computação/Diários/2005.2/DIDÁTICA.pdf
diarios,dataset/Computação/Diários/2005.2/INTRODUÇÃO A COMPUTAÇÃO.pdf
diarios,dataset/Computação/Diários/2005.2/LOGICA DE PROGRAMAÇÃO.pdf
diarios,dataset/Computação/Diários/2005.2/MaxDesk.ini
diarios,dataset/Computação/Diários/2005.2/maxdesk.ini2
diarios,dataset/Computação/Diários/2005.2/METODOLOGIA DO ENSINO DA COMPUTAÇÃO .pdf
diarios,dataset/Computação/Diários/2005.2/METODOLOGIA DO ENSINO DA COMPUTAÇÃO.pdf
diarios,dataset/Computação/Diários/2005.2/PP11Thumbs.ptn
diarios,dataset/Computação/Diários/2005.2/PP11Thumbs.ptn2
diarios,dataset/Computação/Diários/2005.2/SISTEMAS DISTRIBUIDOS .pdf
diarios,dataset/Computação/Diários/2005.2/SISTEMAS DISTRIBUIDOS.pdf
diarios,dataset/Computação/Diários/2005.3/2005.3_Computação_Diários_Linguagem de Programação III.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Física II.pdf
diarios,dataset/Computação/Diários/2006.1/ANÁLISE E PROJETO DE SISTEMAS.pdf
diarios,dataset/Computação/Diários/2006.1/.ppinfocache
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_ Arquitetura e Organização de Computadores.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Análise de Sistemas I.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Análise de Sistemas II..pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Análise de Sistemas II.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Banco de Dados II.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Banco de DadosI.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Circuitos Digitais.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Computação Gráfica.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Direito e Legislação.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Empreendedorismo.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Engenharia de Software.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Estrutura de Dados.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Inteligência Artificial(1).pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Inteligência Artificial.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Linguagens Formais e Autômatos Finitos.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Programação III..pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Programação III.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Redes de Computadores I.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Redes de Computadores II.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Sistemas Multimídia.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Sistemas Operacionais II.pdf
diarios,dataset/Computação/Diários/2006.1/2006.1_Computação_Diários_Tópicos Especiais em Computação I.pdf
diarios,dataset/Computação/Diários/2006.1/ANALISE E PROJETO DE SISTEMAS _.pdf
diarios,dataset/Computação/Diários/2006.1/ANALISE E PROJETO DE SISTEMAS.pdf
diarios,dataset/Computação/Diários/2006.1/DIREITO LEGISLATIVO .pdf
diarios,dataset/Computação/Diários/2006.1/DIREITO LEGISLATIVO..pdf
diarios,dataset/Computação/Diários/2006.1/DIREITO LEGISLATIVO.pdf
diarios,dataset/Computação/Diários/2006.1/MaxDesk.ini
diarios,dataset/Computação/Diários/2006.1/maxdesk.ini2
diarios,dataset/Computação/Diários/2006.1/PP11Thumbs.ptn
diarios,dataset/Computação/Diários/2006.1/PP11Thumbs.ptn2
diarios,dataset/Computação/Diários/2006.1/PRÁTICA DE ENSINO .pdf
diarios,dataset/Computação/Diários/2006.1/PRÁTICA DE ENSINO..pdf
diarios,dataset/Computação/Diários/2006.1/PRÁTICA DE ENSINO.pdf
diarios,dataset/Computação/Diários/2006.1/REDES DE COMPUTADORES .pdf
diarios,dataset/Computação/Diários/2006.1/REDES DE COMPUTADORES..pdf
diarios,dataset/Computação/Diários/2006.1/REDES DE COMPUTADORES.pdf
diarios,dataset/Computação/Diários/2006.1/SISTEMA MULTIMIDIA.pdf
diarios,dataset/Computação/Diários/2006.1/SISTEMA MULTIMÍDIA .pdf
diarios,dataset/Computação/Diários/2006.1/SISTEMA MULTIMÍDIA.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Pesquisa e Ordenação.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Análise de Sistemas II.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Arquitetura e Organização de Computadores.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Banco de Dados I.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Compiladores.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Cálculo Diferencial e Integral.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Empreendedorismo.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Estágio Supervisionado.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Gestão em Tecnologia da Informação.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Inglês Técnico.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Inteligência Artificial.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Introdução à Computação.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Lógica de Programação.pdf
diarios,dataset/Computação/Diários/2006.2/2006.2_Computação_Diários_Redes de Computadores II.pdf
